,Anomaly,ano,mes,mes_num,mes_completo
1136,0.54,1974,sep,9,September
1137,-0.44,1974,,10,October
1138,-1.52,1974,nov,11,November
1139,-2.24,1974,dec,12,December
1140,-2.34,1975,jan,1,January
1141,-2.08,1975,feb,2,February
1142,-1.34,1975,mar,3,March
1143,-0.42,1975,apr,4,April
1144,0.63,1975,may,5,May
1145,1.17,1975,jun,6,June
1146,1.41,1975,jul,7,July
1147,1.11,1975,aug,8,August
1148,0.62,1975,sep,9,September
1149,-0.45,1975,,10,October
1150,-1.61,1975,nov,11,November
1151,-2.32,1975,dec,12,December
1152,-2.42,1976,jan,1,January
1153,-2.21,1976,feb,2,February
1154,-1.68,1976,mar,3,March
1155,-0.55,1976,apr,4,April
1156,0.23,1976,may,5,May
1157,1.0,1976,jun,6,June
1158,1.32,1976,jul,7,July
1159,1.16,1976,aug,8,August
1160,0.56,1976,sep,9,September
1161,-0.62,1976,,10,October
1162,-1.49,1976,nov,11,November
1163,-2.05,1976,dec,12,December
1164,-2.22,1977,jan,1,January
1165,-1.93,1977,feb,2,February
1166,-1.22,1977,mar,3,March
1167,-0.19,1977,apr,4,April
1168,0.77,1977,may,5,May
1169,1.4,1977,jun,6,June
1170,1.62,1977,jul,7,July
1171,1.46,1977,aug,8,August
1172,0.65,1977,sep,9,September
1173,-0.34,1977,,10,October
1174,-1.28,1977,nov,11,November
1175,-2.13,1977,dec,12,December
1176,-2.35,1978,jan,1,January
1177,-2.01,1978,feb,2,February
1178,-1.26,1978,mar,3,March
1179,-0.32,1978,apr,4,April
1180,0.53,1978,may,5,May
1181,1.14,1978,jun,6,June
1182,1.45,1978,jul,7,July
1183,1.13,1978,aug,8,August
1184,0.7,1978,sep,9,September
1185,-0.36,1978,,10,October
1186,-1.29,1978,nov,11,November
1187,-2.05,1978,dec,12,December
1188,-2.29,1979,jan,1,January
1189,-2.26,1979,feb,2,February
1190,-1.29,1979,mar,3,March
1191,-0.34,1979,apr,4,April
1192,0.52,1979,may,5,May
1193,1.29,1979,jun,6,June
1194,1.44,1979,jul,7,July
1195,1.44,1979,aug,8,August
1196,0.9,1979,sep,9,September
1197,-0.12,1979,,10,October
1198,-1.17,1979,nov,11,November
1199,-1.68,1979,dec,12,December
1200,-2.11,1980,jan,1,January
1201,-1.73,1980,feb,2,February
1202,-1.17,1980,mar,3,March
1203,-0.14,1980,apr,4,April
1204,0.83,1980,may,5,May
1205,1.33,1980,jun,6,June
1206,1.7,1980,jul,7,July
1207,1.53,1980,aug,8,August
1208,0.84,1980,sep,9,September
1209,-0.18,1980,,10,October
1210,-1.16,1980,nov,11,November
1211,-1.95,1980,dec,12,December
1212,-1.86,1981,jan,1,January
1213,-1.74,1981,feb,2,February
1214,-0.98,1981,mar,3,March
1215,-0.15,1981,apr,4,April
1216,0.71,1981,may,5,May
1217,1.48,1981,jun,6,June
1218,1.76,1981,jul,7,July
1219,1.62,1981,aug,8,August
1220,0.82,1981,sep,9,September
1221,-0.22,1981,,10,October
1222,-1.21,1981,nov,11,November
1223,-1.72,1981,dec,12,December
1224,-2.31,1982,jan,1,January
1225,-2.0,1982,feb,2,February
1226,-1.48,1982,mar,3,March
1227,-0.37,1982,apr,4,April
1228,0.62,1982,may,5,May
1229,1.21,1982,jun,6,June
1230,1.55,1982,jul,7,July
1231,1.37,1982,aug,8,August
1232,0.79,1982,sep,9,September
1233,-0.23,1982,,10,October
1234,-1.3,1982,nov,11,November
1235,-1.72,1982,dec,12,December
1236,-1.89,1983,jan,1,January
1237,-1.74,1983,feb,2,February
1238,-1.04,1983,mar,3,March
1239,-0.16,1983,apr,4,April
1240,0.83,1983,may,5,May
1241,1.36,1983,jun,6,June
1242,1.6,1983,jul,7,July
1243,1.63,1983,aug,8,August
1244,1.04,1983,sep,9,September
1245,-0.2,1983,,10,October
1246,-1.13,1983,nov,11,November
1247,-1.98,1983,dec,12,December
1248,-2.11,1984,jan,1,January
1249,-1.98,1984,feb,2,February
1250,-1.18,1984,mar,3,March
1251,-0.39,1984,apr,4,April
1252,0.8,1984,may,5,May
1253,1.21,1984,jun,6,June
1254,1.59,1984,jul,7,July
1255,1.46,1984,aug,8,August
1256,0.86,1984,sep,9,September
1257,-0.2,1984,,10,October
1258,-1.39,1984,nov,11,November
1259,-2.2,1984,dec,12,December
1260,-2.19,1985,jan,1,January
1261,-2.21,1985,feb,2,February
1262,-1.3,1985,mar,3,March
1263,-0.36,1985,apr,4,April
1264,0.64,1985,may,5,May
1265,1.34,1985,jun,6,June
1266,1.41,1985,jul,7,July
1267,1.45,1985,aug,8,August
1268,0.8,1985,sep,9,September
1269,-0.25,1985,,10,October
1270,-1.37,1985,nov,11,November
1271,-2.0,1985,dec,12,December
1272,-2.13,1986,jan,1,January
1273,-1.76,1986,feb,2,February
1274,-1.2,1986,mar,3,March
1275,-0.23,1986,apr,4,April
1276,0.71,1986,may,5,May
1277,1.27,1986,jun,6,June
1278,1.53,1986,jul,7,July
1279,1.42,1986,aug,8,August
1280,0.65,1986,sep,9,September
1281,-0.23,1986,,10,October
1282,-1.34,1986,nov,11,November
1283,-1.99,1986,dec,12,December
1284,-2.05,1987,jan,1,January
1285,-1.69,1987,feb,2,February
1286,-1.31,1987,mar,3,March
1287,-0.25,1987,apr,4,April
1288,0.72,1987,may,5,May
1289,1.53,1987,jun,6,June
1290,1.87,1987,jul,7,July
1291,1.58,1987,aug,8,August
1292,1.04,1987,sep,9,September
1293,-0.04,1987,,10,October
1294,-1.2,1987,nov,11,November
1295,-1.67,1987,dec,12,December
1296,-1.83,1988,jan,1,January
1297,-1.72,1988,feb,2,February
1298,-0.96,1988,mar,3,March
1299,-0.02,1988,apr,4,April
1300,0.9,1988,may,5,May
1301,1.59,1988,jun,6,June
1302,1.76,1988,jul,7,July
1303,1.77,1988,aug,8,August
1304,1.06,1988,sep,9,September
1305,0.03,1988,,10,October
1306,-1.33,1988,nov,11,November
1307,-1.82,1988,dec,12,December
1308,-2.26,1989,jan,1,January
1309,-1.8,1989,feb,2,February
1310,-1.11,1989,mar,3,March
1311,-0.14,1989,apr,4,April
1312,0.63,1989,may,5,May
1313,1.3,1989,jun,6,June
1314,1.76,1989,jul,7,July
1315,1.67,1989,aug,8,August
1316,1.02,1989,sep,9,September
1317,-0.04,1989,,10,October
1318,-1.25,1989,nov,11,November
1319,-1.77,1989,dec,12,December
1320,-2.0,1990,jan,1,January
1321,-1.74,1990,feb,2,February
1322,-0.7,1990,mar,3,March
1323,0.08,1990,apr,4,April
1324,0.93,1990,may,5,May
1325,1.54,1990,jun,6,June
1326,1.85,1990,jul,7,July
1327,1.61,1990,aug,8,August
1328,0.94,1990,sep,9,September
1329,0.05,1990,,10,October
1330,-0.99,1990,nov,11,November
1331,-1.74,1990,dec,12,December
1332,-2.0,1991,jan,1,January
1333,-1.66,1991,feb,2,February
1334,-1.12,1991,mar,3,March
1335,0.05,1991,apr,4,April
1336,0.85,1991,may,5,May
1337,1.69,1991,jun,6,June
1338,1.9,1991,jul,7,July
1339,1.7,1991,aug,8,August
1340,1.13,1991,sep,9,September
1341,-0.06,1991,,10,October
1342,-1.14,1991,nov,11,November
1343,-1.83,1991,dec,12,December
1344,-1.97,1992,jan,1,January
1345,-1.73,1992,feb,2,February
1346,-0.99,1992,mar,3,March
1347,-0.23,1992,apr,4,April
1348,0.79,1992,may,5,May
1349,1.41,1992,jun,6,June
1350,1.54,1992,jul,7,July
1351,1.37,1992,aug,8,August
1352,0.65,1992,sep,9,September
1353,-0.27,1992,,10,October
1354,-1.42,1992,nov,11,November
1355,-1.93,1992,dec,12,December
1356,-2.04,1993,jan,1,January
1357,-1.76,1993,feb,2,February
1358,-1.11,1993,mar,3,March
1359,-0.2,1993,apr,4,April
1360,0.74,1993,may,5,May
1361,1.41,1993,jun,6,June
1362,1.7,1993,jul,7,July
1363,1.43,1993,aug,8,August
1364,0.75,1993,sep,9,September
1365,-0.14,1993,,10,October
1366,-1.39,1993,nov,11,November
1367,-1.99,1993,dec,12,December
1368,-2.14,1994,jan,1,January
1369,-2.13,1994,feb,2,February
1370,-1.2,1994,mar,3,March
1371,-0.07,1994,apr,4,April
1372,0.75,1994,may,5,May
1373,1.58,1994,jun,6,June
1374,1.72,1994,jul,7,July
1375,1.51,1994,aug,8,August
1376,0.94,1994,sep,9,September
1377,0.05,1994,,10,October
1378,-0.99,1994,nov,11,November
1379,-1.79,1994,dec,12,December
1380,-1.9,1995,jan,1,January
1381,-1.37,1995,feb,2,February
1382,-1.02,1995,mar,3,March
1383,-0.0,1995,apr,4,April
1384,0.73,1995,may,5,May
1385,1.57,1995,jun,6,June
1386,1.9,1995,jul,7,July
1387,1.76,1995,aug,8,August
1388,0.97,1995,sep,9,September
1389,0.11,1995,,10,October
1390,-1.0,1995,nov,11,November
1391,-1.87,1995,dec,12,December
1392,-2.16,1996,jan,1,January
1393,-1.67,1996,feb,2,February
1394,-1.15,1996,mar,3,March
1395,-0.11,1996,apr,4,April
1396,0.74,1996,may,5,May
1397,1.41,1996,jun,6,June
1398,1.77,1996,jul,7,July
1399,1.79,1996,aug,8,August
1400,0.9,1996,sep,9,September
1401,-0.17,1996,,10,October
1402,-1.04,1996,nov,11,November
1403,-1.75,1996,dec,12,December
1404,-2.1,1997,jan,1,January
1405,-1.77,1997,feb,2,February
1406,-0.94,1997,mar,3,March
1407,-0.11,1997,apr,4,April
1408,0.83,1997,may,5,May
1409,1.69,1997,jun,6,June
1410,1.77,1997,jul,7,July
1411,1.71,1997,aug,8,August
1412,1.18,1997,sep,9,September
1413,0.26,1997,,10,October
1414,-0.8,1997,nov,11,November
1415,-1.56,1997,dec,12,December
1416,-1.81,1998,jan,1,January
1417,-1.25,1998,feb,2,February
1418,-0.84,1998,mar,3,March
1419,0.16,1998,apr,4,April
1420,1.16,1998,may,5,May
1421,1.93,1998,jun,6,June
1422,2.1,1998,jul,7,July
1423,1.96,1998,aug,8,August
1424,1.07,1998,sep,9,September
1425,0.08,1998,,10,October
1426,-0.96,1998,nov,11,November
1427,-1.59,1998,dec,12,December
1428,-1.93,1999,jan,1,January
1429,-1.5,1999,feb,2,February
1430,-1.13,1999,mar,3,March
1431,-0.15,1999,apr,4,April
1432,0.78,1999,may,5,May
1433,1.53,1999,jun,6,June
1434,1.79,1999,jul,7,July
1435,1.61,1999,aug,8,August
1436,1.06,1999,sep,9,September
1437,0.03,1999,,10,October
1438,-1.07,1999,nov,11,November
1439,-1.72,1999,dec,12,December
1440,-2.18,2000,jan,1,January
1441,-1.59,2000,feb,2,February
1442,-0.9,2000,mar,3,March
1443,0.1,2000,apr,4,April
1444,0.83,2000,may,5,May
1445,1.57,2000,jun,6,June
1446,1.8,2000,jul,7,July
1447,1.72,2000,aug,8,August
1448,1.05,2000,sep,9,September
1449,-0.08,2000,,10,October
1450,-1.13,2000,nov,11,November
1451,-1.86,2000,dec,12,December
1452,-1.99,2001,jan,1,January
1453,-1.72,2001,feb,2,February
1454,-0.92,2001,mar,3,March
1455,0.03,2001,apr,4,April
1456,1.03,2001,may,5,May
1457,1.7,2001,jun,6,June
1458,2.02,2001,jul,7,July
1459,1.78,2001,aug,8,August
1460,1.18,2001,sep,9,September
1461,0.14,2001,,10,October
1462,-0.76,2001,nov,11,November
1463,-1.6,2001,dec,12,December
1464,-1.66,2002,jan,1,January
1465,-1.4,2002,feb,2,February
1466,-0.58,2002,mar,3,March
1467,0.09,2002,apr,4,April
1468,1.1,2002,may,5,May
1469,1.71,2002,jun,6,June
1470,2.03,2002,jul,7,July
1471,1.83,2002,aug,8,August
1472,1.27,2002,sep,9,September
1473,0.19,2002,,10,October
1474,-0.87,2002,nov,11,November
1475,-1.72,2002,dec,12,December
1476,-1.68,2003,jan,1,January
1477,-1.6,2003,feb,2,February
1478,-0.9,2003,mar,3,March
1479,0.06,2003,apr,4,April
1480,1.07,2003,may,5,May
1481,1.63,2003,jun,6,June
1482,1.95,2003,jul,7,July
1483,1.95,2003,aug,8,August
1484,1.29,2003,sep,9,September
1485,0.38,2003,,10,October
1486,-0.93,2003,nov,11,November
1487,-1.42,2003,dec,12,December
1488,-1.83,2004,jan,1,January
1489,-1.43,2004,feb,2,February
1490,-0.83,2004,mar,3,March
1491,0.15,2004,apr,4,April
1492,0.85,2004,may,5,May
1493,1.58,2004,jun,6,June
1494,1.66,2004,jul,7,July
1495,1.73,2004,aug,8,August
1496,1.15,2004,sep,9,September
1497,0.28,2004,,10,October
1498,-0.75,2004,nov,11,November
1499,-1.64,2004,dec,12,December
1500,-1.69,2005,jan,1,January
1501,-1.58,2005,feb,2,February
1502,-0.78,2005,mar,3,March
1503,0.19,2005,apr,4,April
1504,1.09,2005,may,5,May
1505,1.82,2005,jun,6,June
1506,2.05,2005,jul,7,July
1507,1.9,2005,aug,8,August
1508,1.39,2005,sep,9,September
1509,0.39,2005,,10,October
1510,-0.74,2005,nov,11,November
1511,-1.5,2005,dec,12,December
1512,-1.85,2006,jan,1,January
1513,-1.46,2006,feb,2,February
1514,-0.85,2006,mar,3,March
1515,0.03,2006,apr,4,April
1516,0.93,2006,may,5,May
1517,1.8,2006,jun,6,June
1518,1.94,2006,jul,7,July
1519,2.0,2006,aug,8,August
1520,1.26,2006,sep,9,September
1521,0.31,2006,,10,October
1522,-0.75,2006,nov,11,November
1523,-1.42,2006,dec,12,December
1524,-1.46,2007,jan,1,January
1525,-1.45,2007,feb,2,February
1526,-0.78,2007,mar,3,March
1527,0.26,2007,apr,4,April
1528,1.13,2007,may,5,May
1529,1.75,2007,jun,6,June
1530,2.02,2007,jul,7,July
1531,1.87,2007,aug,8,August
1532,1.24,2007,sep,9,September
1533,0.21,2007,,10,October
1534,-0.91,2007,nov,11,November
1535,-1.69,2007,dec,12,December
1536,-2.18,2008,jan,1,January
1537,-1.81,2008,feb,2,February
1538,-0.74,2008,mar,3,March
1539,0.04,2008,apr,4,April
1540,0.94,2008,may,5,May
1541,1.62,2008,jun,6,June
1542,2.01,2008,jul,7,July
1543,1.74,2008,aug,8,August
1544,1.27,2008,sep,9,September
1545,0.27,2008,,10,October
1546,-0.81,2008,nov,11,November
1547,-1.62,2008,dec,12,December
1548,-1.8,2009,jan,1,January
1549,-1.64,2009,feb,2,February
1550,-0.95,2009,mar,3,March
1551,0.11,2009,apr,4,April
1552,1.11,2009,may,5,May
1553,1.81,2009,jun,6,June
1554,2.11,2009,jul,7,July
1555,1.96,2009,aug,8,August
1556,1.33,2009,sep,9,September
1557,0.27,2009,,10,October
1558,-0.69,2009,nov,11,November
1559,-1.5,2009,dec,12,December
1560,-1.68,2010,jan,1,January
1561,-1.36,2010,feb,2,February
1562,-0.56,2010,mar,3,March
1563,0.38,2010,apr,4,April
1564,1.2,2010,may,5,May
1565,1.78,2010,jun,6,June
1566,2.01,2010,jul,7,July
1567,1.93,2010,aug,8,August
1568,1.24,2010,sep,9,September
1569,0.33,2010,,10,October
1570,-0.68,2010,nov,11,November
1571,-1.69,2010,dec,12,December
1572,-1.93,2011,jan,1,January
1573,-1.64,2011,feb,2,February
1574,-0.85,2011,mar,3,March
1575,0.15,2011,apr,4,April
1576,0.98,2011,may,5,May
1577,1.73,2011,jun,6,June
1578,2.13,2011,jul,7,July
1579,2.01,2011,aug,8,August
1580,1.19,2011,sep,9,September
1581,0.27,2011,,10,October
1582,-0.89,2011,nov,11,November
1583,-1.62,2011,dec,12,December
1584,-1.96,2012,jan,1,January
1585,-1.67,2012,feb,2,February
1586,-0.91,2012,mar,3,March
1587,0.21,2012,apr,4,April
1588,1.22,2012,may,5,May
1589,1.79,2012,jun,6,June
1590,1.95,2012,jul,7,July
1591,1.92,2012,aug,8,August
1592,1.37,2012,sep,9,September
1593,0.38,2012,,10,October
1594,-0.72,2012,nov,11,November
1595,-1.63,2012,dec,12,December
1596,-1.74,2013,jan,1,January
1597,-1.59,2013,feb,2,February
1598,-0.82,2013,mar,3,March
1599,0.06,2013,apr,4,April
1600,1.05,2013,may,5,May
1601,1.82,2013,jun,6,June
1602,1.99,2013,jul,7,July
1603,1.96,2013,aug,8,August
1604,1.43,2013,sep,9,September
1605,0.31,2013,,10,October
1606,-0.67,2013,nov,11,November
1607,-1.5,2013,dec,12,December
1608,-1.68,2014,jan,1,January
1609,-1.63,2014,feb,2,February
1610,-0.71,2014,mar,3,March
1611,0.3,2014,apr,4,April
1612,1.32,2014,may,5,May
1613,1.82,2014,jun,6,June
1614,1.98,2014,jul,7,July
1615,2.11,2014,aug,8,August
1616,1.53,2014,sep,9,September
1617,0.45,2014,,10,October
1618,-0.79,2014,nov,11,November
1619,-1.38,2014,dec,12,December
1620,-1.6,2015,jan,1,January
1621,-1.28,2015,feb,2,February
1622,-0.57,2015,mar,3,March
1623,0.28,2015,apr,4,April
1624,1.22,2015,may,5,May
1625,1.95,2015,jun,6,June
1626,2.13,2015,jul,7,July
1627,2.09,2015,aug,8,August
1628,1.47,2015,sep,9,September
1629,0.71,2015,,10,October
1630,-0.42,2015,nov,11,November
1631,-1.05,2015,dec,12,December
1632,-1.26,2016,jan,1,January
1633,-0.8,2016,feb,2,February
1634,-0.16,2016,mar,3,March
1635,0.6,2016,apr,4,April
1636,1.38,2016,may,5,May
1637,1.93,2016,jun,6,June
1638,2.24,2016,jul,7,July
1639,2.3,2016,aug,8,August
1640,1.53,2016,sep,9,September
1641,0.54,2016,,10,October
1642,-0.54,2016,nov,11,November
1643,-1.32,2016,dec,12,December
1644,-1.43,2017,jan,1,January
1645,-1.02,2017,feb,2,February
1646,-0.34,2017,mar,3,March
1647,0.45,2017,apr,4,April
1648,1.36,2017,may,5,May
1649,1.86,2017,jun,6,June
1650,2.24,2017,jul,7,July
1651,2.17,2017,aug,8,August
1652,1.41,2017,sep,9,September
1653,0.52,2017,,10,October
1654,-0.59,2017,nov,11,November
1655,-1.26,2017,dec,12,December
1656,-1.64,2018,jan,1,January
1657,-1.3,2018,feb,2,February
1658,-0.56,2018,mar,3,March
1659,0.4,2018,apr,4,April
1660,1.28,2018,may,5,May
1661,1.9,2018,jun,6,June
1662,2.2,2018,jul,7,July
1663,2.03,2018,aug,8,August
1664,1.41,2018,sep,9,September
1665,0.63,2018,,10,October
1666,-0.67,2018,nov,11,November
1667,-1.26,2018,dec,12,December
1668,-1.54,2019,jan,1,January
1669,-1.23,2019,feb,2,February
1670,-0.36,2019,mar,3,March
1671,0.5,2019,apr,4,April
1672,1.32,2019,may,5,May
1673,2.02,2019,jun,6,June
1674,2.32,2019,jul,7,July
